customerID,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn
8606-OEGQZ,8/1/2018,No,Two year,0,Credit card (automatic),25.3,454.65,1,0,0,1,1,No,-1,-1,-1,-1,-1,-1,0
8608-OZTLB,12/1/2016,No,One year,0,Electronic check,74.05,2802.3,0,0,1,1,0,DSL,1,1,1,1,1,0,0
8610-WFCJF,11/1/2015,12/1/2019 0:00,Month-to-month,1,Electronic check,95.6,4783.5,1,0,1,1,1,Fiber optic,0,0,0,0,1,1,1
8610-ZIKJJ,12/1/2019,No,One year,0,Mailed check,20.3,31.9,1,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
8612-GXIDD,2/1/2019,No,Two year,1,Bank transfer (automatic),25.4,313,0,0,1,1,1,No,-1,-1,-1,-1,-1,-1,0
8614-VGMMV,10/1/2018,1/1/2020 0:00,Month-to-month,1,Electronic check,49.1,679.55,1,0,0,0,1,DSL,0,0,0,0,0,0,1
8617-ENBDS,11/1/2019,No,Month-to-month,1,Credit card (automatic),73.6,232.5,0,0,0,0,0,Fiber optic,0,0,1,0,0,0,0
8619-IJNDK,3/1/2014,No,Two year,0,Credit card (automatic),64.05,4492.9,1,0,1,1,0,DSL,1,1,1,1,0,0,0
8620-RJPZN,1/1/2020,No,Month-to-month,0,Electronic check,20.7,20.7,1,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
8621-MNIHH,2/1/2017,12/1/2019 0:00,Month-to-month,1,Electronic check,94.25,3217.55,1,1,1,0,1,Fiber optic,0,1,1,0,0,1,1
8622-ZLFKO,8/1/2019,No,Month-to-month,1,Electronic check,90.75,512.25,1,0,1,0,1,Fiber optic,0,1,0,0,0,1,0
8623-TMRBY,8/1/2015,11/1/2019 0:00,Month-to-month,1,Electronic check,84.2,4146.05,0,1,1,1,1,Fiber optic,0,1,1,0,0,0,1
8623-ULFNQ,12/1/2017,No,Month-to-month,1,Electronic check,66.05,1652.4,1,1,0,0,1,DSL,0,0,0,1,0,1,0
8624-GIOUT,10/1/2015,11/1/2019 0:00,Month-to-month,1,Credit card (automatic),59.75,2934.3,1,0,0,0,1,DSL,1,1,0,0,0,0,1
8625-AZYZY,11/1/2017,11/1/2019 0:00,Month-to-month,1,Electronic check,104.65,2542.45,0,0,1,0,1,Fiber optic,0,1,1,0,1,1,1
8626-PTQGE,5/1/2014,No,Two year,1,Bank transfer (automatic),60.05,4176.7,0,0,0,0,-1,DSL,1,1,0,1,1,1,0
8626-XHBIE,6/1/2015,No,Two year,1,Mailed check,24.8,1424.2,0,0,0,1,1,No,-1,-1,-1,-1,-1,-1,0
8627-EHGIP,5/1/2016,1/1/2020 0:00,One year,1,Mailed check,53.95,2375.4,0,0,0,0,-1,DSL,0,1,1,0,1,1,1
8627-ZYGSZ,3/1/2016,No,One year,1,Electronic check,78.9,3650.35,0,0,1,0,1,Fiber optic,0,1,0,0,0,0,0
8628-MFKAX,2/1/2014,No,Two year,1,Credit card (automatic),116.75,8277.05,1,1,1,0,1,Fiber optic,1,1,1,1,1,1,0
8630-FJLIB,8/1/2018,No,Month-to-month,1,Electronic check,69.8,1221.65,1,0,0,0,0,Fiber optic,0,0,0,0,0,0,0
8630-QSGXK,11/1/2015,No,Two year,1,Bank transfer (automatic),75.2,3901.25,0,0,1,0,1,DSL,0,0,0,1,1,1,0
8631-NBHFZ,6/1/2014,12/1/2019 0:00,Two year,0,Credit card (automatic),79.4,5154.6,0,1,1,1,1,DSL,1,1,1,1,1,0,1
8631-WUXGY,4/1/2016,No,Month-to-month,1,Electronic check,99.8,4391.25,1,0,0,1,0,Fiber optic,0,1,1,0,1,1,0
8631-XVRZL,5/1/2019,No,One year,1,Mailed check,20.15,163.7,0,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
8634-CILSZ,3/1/2014,12/1/2019 0:00,One year,1,Bank transfer (automatic),104.7,7220.35,0,0,0,0,1,Fiber optic,0,1,0,1,1,1,1
8634-MPHTR,2/1/2016,1/1/2020 0:00,Month-to-month,1,Electronic check,100.05,4871.05,0,1,1,0,1,Fiber optic,0,0,1,0,1,1,1
8637-XJIVR,12/1/2018,12/1/2019 0:00,Month-to-month,1,Electronic check,78.95,927.35,1,0,0,0,1,Fiber optic,1,0,0,0,0,0,1
8639-NHQEI,2/1/2014,No,Two year,1,Bank transfer (automatic),95.9,6954.15,1,0,1,1,1,Fiber optic,1,1,0,0,1,0,0
8640-SDGKB,8/1/2019,12/1/2019 0:00,Month-to-month,1,Electronic check,74.4,299.7,0,0,0,0,0,DSL,0,0,1,1,1,1,1
8642-GVWRF,9/1/2019,11/1/2019 0:00,Month-to-month,0,Bank transfer (automatic),79.7,165,1,0,1,0,0,Fiber optic,0,1,1,0,0,0,1
8644-XLFBW,12/1/2019,1/1/2020 0:00,Month-to-month,1,Electronic check,71.65,71.65,0,1,0,0,0,Fiber optic,0,0,0,0,0,0,1
8644-XYTSV,8/1/2016,No,Month-to-month,1,Bank transfer (automatic),40.15,1626.05,0,0,1,0,-1,DSL,1,0,0,0,1,0,0
8645-KOMJQ,5/1/2014,No,Two year,1,Bank transfer (automatic),81.95,5601.4,0,0,1,1,1,DSL,0,1,1,1,1,1,0
8645-KWHJO,12/1/2018,No,Month-to-month,1,Electronic check,55,771.95,0,0,0,0,-1,DSL,0,0,1,1,1,1,0
8646-JCOMS,8/1/2014,No,One year,1,Bank transfer (automatic),90.55,6130.95,1,0,1,0,1,Fiber optic,0,1,1,1,0,0,0
8647-SDTWQ,5/1/2015,No,Month-to-month,1,Electronic check,74.3,4018.35,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,0
8648-PFRMP,12/1/2018,No,Month-to-month,1,Electronic check,46.35,672.7,1,1,0,0,-1,DSL,0,0,0,0,1,1,0
8650-RHRKE,7/1/2019,11/1/2019 0:00,Month-to-month,1,Electronic check,29.65,118.5,0,0,0,0,-1,DSL,0,0,1,0,0,0,1
8651-ENBZX,11/1/2014,11/1/2019 0:00,One year,1,Electronic check,106,6441.4,1,1,0,0,1,Fiber optic,0,0,1,1,1,1,1
8652-YHIYU,10/1/2018,No,One year,1,Credit card (automatic),79.5,1264.2,1,0,0,1,1,Fiber optic,0,0,0,1,0,0,0
8654-DHAOW,12/1/2019,No,Month-to-month,0,Mailed check,54.15,101.65,1,0,0,0,1,DSL,0,1,0,0,0,0,0
8659-HDIYE,10/1/2014,No,Month-to-month,0,Credit card (automatic),74.65,4869.35,1,1,0,0,1,DSL,0,1,1,1,0,1,0
8659-IOOPU,3/1/2014,No,Two year,0,Electronic check,100.45,7159.7,1,0,1,1,1,Fiber optic,1,0,1,1,0,1,0
8660-BUETV,11/1/2019,No,Month-to-month,0,Mailed check,44.75,148.05,1,0,0,0,0,DSL,0,0,0,0,0,0,0
8661-BOYNW,2/1/2014,No,Two year,1,Credit card (automatic),84.4,6096.45,1,0,1,0,1,DSL,1,0,1,1,1,1,0
8663-UPDGF,12/1/2017,No,Month-to-month,1,Bank transfer (automatic),69.5,1800.05,1,0,0,0,1,DSL,1,1,0,0,1,0,0
8665-UTDHZ,11/1/2019,12/1/2019 0:00,Month-to-month,0,Electronic check,30.2,30.2,0,0,1,1,-1,DSL,0,1,0,0,0,0,1
8668-KNZTI,10/1/2015,No,One year,0,Electronic check,53.75,2790.65,0,0,0,0,0,DSL,1,0,1,0,0,0,0
8670-ERCJH,2/1/2014,No,Two year,0,Bank transfer (automatic),113.4,8164.1,0,0,0,0,1,Fiber optic,1,1,1,1,1,1,0
8670-MEFCP,2/1/2017,No,Two year,1,Credit card (automatic),92.9,3379.25,1,0,1,1,1,DSL,1,1,1,1,1,1,0
8671-KKKOS,4/1/2016,No,Month-to-month,0,Electronic check,45.55,2062.15,1,0,1,0,-1,DSL,1,1,0,0,1,0,0
8672-OAUPW,11/1/2015,No,One year,0,Credit card (automatic),47.85,2356.75,0,0,0,1,0,DSL,0,0,0,1,0,0,0
8676-OOQEJ,10/1/2019,No,Month-to-month,0,Electronic check,30.5,118.4,0,0,0,0,-1,DSL,0,0,0,1,0,0,0
8676-TRMJS,10/1/2019,1/1/2020 0:00,Month-to-month,0,Mailed check,75,209.1,0,0,0,0,1,Fiber optic,0,0,0,0,0,0,1
8677-HDZEE,6/1/2015,No,Month-to-month,1,Bank transfer (automatic),105.45,5916.95,1,0,0,0,1,Fiber optic,0,1,0,1,1,1,0
8679-JOEVF,9/1/2018,1/1/2020 0:00,Month-to-month,0,Electronic check,59.4,1023.9,1,1,0,0,0,DSL,0,0,0,1,1,0,1
8679-LZBMD,6/1/2016,No,One year,1,Bank transfer (automatic),90.65,3974.15,0,0,1,0,0,Fiber optic,0,0,0,0,1,1,0
8680-CGLTP,9/1/2017,No,One year,1,Electronic check,58.75,1696.2,0,0,0,0,0,DSL,1,1,0,1,0,0,0
8681-ICONS,9/1/2017,No,Month-to-month,1,Mailed check,20.65,654.85,0,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
8685-WHQPW,1/1/2018,11/1/2019 0:00,Month-to-month,1,Bank transfer (automatic),74.4,1692.6,1,1,0,0,1,Fiber optic,0,0,0,0,0,0,1
8687-BAFGU,1/1/2020,No,Month-to-month,0,Electronic check,74,74,0,0,0,0,0,Fiber optic,0,0,0,1,0,0,0
8690-UPCZI,9/1/2017,No,One year,0,Bank transfer (automatic),69.05,1958.45,0,0,1,1,1,DSL,1,0,0,1,1,0,0
8690-ZVLCL,6/1/2014,No,Two year,0,Credit card (automatic),88,6161.9,1,0,1,1,1,DSL,1,1,1,1,1,1,0
8695-ARGXZ,4/1/2017,No,Month-to-month,1,Electronic check,75.55,2425.4,0,1,1,0,1,Fiber optic,0,0,0,0,0,0,0
8695-WDYEA,1/1/2020,No,Month-to-month,0,Mailed check,51.25,51.25,0,0,0,0,0,DSL,1,0,0,0,0,0,0
8696-JKZNU,9/1/2016,10/1/2019 0:00,Month-to-month,1,Electronic check,76.25,2841.55,1,1,0,0,1,Fiber optic,0,0,0,0,0,0,1
8699-ASUFO,6/1/2019,1/1/2020 0:00,Month-to-month,1,Mailed check,74.4,527.9,0,1,1,0,1,Fiber optic,0,0,0,0,0,0,1
8701-DGLVH,11/1/2015,No,Two year,0,Mailed check,20.45,1042.65,0,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
8705-DWKTI,10/1/2015,No,Month-to-month,1,Credit card (automatic),83.8,4331.4,0,0,0,0,0,Fiber optic,0,0,1,0,0,1,0
8705-WZCYL,1/1/2020,No,Month-to-month,1,Electronic check,44.8,44.8,0,0,0,0,0,DSL,0,0,0,0,0,0,0
8706-HRADD,5/1/2018,No,Month-to-month,1,Mailed check,43.55,1011.5,0,0,0,0,-1,DSL,1,0,0,1,1,0,0
8707-HOEDG,4/1/2014,No,Two year,1,Electronic check,110.2,7689.8,1,0,1,1,1,Fiber optic,0,1,1,1,1,1,0
8707-RMEZH,5/1/2014,No,One year,0,Credit card (automatic),87.3,6055.55,1,1,1,0,0,Fiber optic,1,1,0,0,0,1,0
8708-XPXHZ,4/1/2016,10/1/2019 0:00,Month-to-month,1,Electronic check,94.2,4186.3,1,0,1,1,1,Fiber optic,0,0,0,0,1,1,1
8709-KRDVL,5/1/2017,No,Month-to-month,1,Electronic check,100,3320.6,1,0,0,0,1,Fiber optic,0,1,0,0,1,1,0
8710-YGLWG,1/1/2020,No,Month-to-month,1,Mailed check,44.9,44.9,0,0,0,0,0,DSL,0,0,0,0,0,0,0
8711-LOBKY,3/1/2015,No,Two year,0,Mailed check,19.85,1188.25,0,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
8713-IGZSO,12/1/2019,No,Month-to-month,0,Mailed check,24.85,62,0,0,0,0,1,No,-1,-1,-1,-1,-1,-1,0
8714-CTZJW,10/1/2019,No,Month-to-month,1,Credit card (automatic),82.85,319.6,1,0,0,0,0,Fiber optic,0,0,1,0,0,1,0
8714-EUHJO,5/1/2017,12/1/2019 0:00,Month-to-month,1,Electronic check,91.15,2995.45,1,0,1,1,1,Fiber optic,0,1,0,0,0,1,1
8715-KKTFG,1/1/2015,No,One year,1,Bank transfer (automatic),103.3,6518.35,1,0,1,0,1,Fiber optic,0,0,1,1,1,1,0
8717-VCTXJ,8/1/2016,No,One year,1,Mailed check,19.55,839.4,0,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
8718-PTMEZ,12/1/2018,1/1/2020 0:00,Month-to-month,1,Electronic check,31.05,347.25,1,0,0,0,-1,DSL,0,1,0,0,0,0,1
8720-RQSBJ,1/1/2020,No,Month-to-month,0,Electronic check,44,44,0,1,0,0,0,DSL,0,0,0,0,0,0,0
8722-NGNBH,7/1/2019,12/1/2019 0:00,Month-to-month,0,Mailed check,40,223.45,0,0,0,0,-1,DSL,1,0,1,1,0,0,1
8722-PRFDV,3/1/2014,No,Two year,0,Credit card (automatic),77.55,5574.35,1,0,1,1,0,DSL,1,0,1,0,1,1,0
8725-JEDFD,11/1/2017,No,Month-to-month,1,Mailed check,69.05,1793.25,0,0,0,0,0,Fiber optic,0,0,0,0,0,0,0
8727-JQFHV,5/1/2015,No,Two year,0,Mailed check,20.75,1123.15,0,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
8727-XDPUD,1/1/2017,No,Two year,0,Credit card (automatic),35.8,1316.9,0,0,0,0,-1,DSL,0,0,0,0,1,0,0
8728-SKJLR,9/1/2016,No,Month-to-month,1,Electronic check,74.25,3089.1,0,0,0,0,0,Fiber optic,0,0,0,1,0,0,0
8731-WBBMB,12/1/2017,No,Month-to-month,0,Bank transfer (automatic),81.9,2078.55,1,0,1,0,0,DSL,0,1,1,1,1,1,0
8734-DKSTZ,4/1/2019,No,Month-to-month,0,Electronic check,85.95,858.6,1,0,1,1,1,Fiber optic,0,0,0,0,0,1,0
8734-FNWVH,7/1/2017,No,Month-to-month,0,Bank transfer (automatic),59.7,1825.5,0,0,1,1,1,DSL,0,0,0,0,0,1,0
8735-DCXNF,4/1/2019,No,Month-to-month,1,Credit card (automatic),54.95,568.85,0,0,1,0,0,DSL,1,0,0,1,0,0,0
8735-IJJEG,12/1/2018,No,Month-to-month,0,Credit card (automatic),50.2,668.85,0,0,1,0,0,DSL,0,0,1,0,0,0,0
8735-NBLWT,5/1/2019,No,Month-to-month,0,Mailed check,20.4,184.1,0,0,0,1,0,No,-1,-1,-1,-1,-1,-1,0
8735-SDUFN,2/1/2014,No,Two year,0,Bank transfer (automatic),24.3,1778.7,1,1,1,0,1,No,-1,-1,-1,-1,-1,-1,0
8738-JOKAR,8/1/2016,No,One year,1,Mailed check,67.7,2882.25,1,0,0,0,0,DSL,1,1,0,1,0,1,0
8739-QOTTN,12/1/2019,No,Month-to-month,0,Mailed check,20.35,41.85,1,0,1,0,0,No,-1,-1,-1,-1,-1,-1,0
8739-WWKDU,9/1/2017,10/1/2019 0:00,Month-to-month,1,Electronic check,89.5,2196.15,0,1,0,0,1,Fiber optic,0,1,0,0,1,0,1
8739-XNIKG,9/1/2019,No,Month-to-month,1,Electronic check,84,424.75,1,0,0,0,1,Fiber optic,0,0,0,0,1,0,0
8740-CRYFY,11/1/2019,12/1/2019 0:00,Month-to-month,1,Electronic check,78.95,78.95,0,0,0,0,0,Fiber optic,0,0,0,0,1,0,1
8740-XLHDR,7/1/2019,12/1/2019 0:00,Month-to-month,1,Mailed check,43.25,219,0,0,0,0,-1,DSL,1,1,1,1,0,0,1
8741-LQOBK,4/1/2016,No,Month-to-month,0,Bank transfer (automatic),35.05,1620.25,1,0,1,1,-1,DSL,1,1,0,0,0,0,0
8745-PVESG,5/1/2015,No,One year,1,Credit card (automatic),41.1,2258.25,1,0,0,0,-1,DSL,1,0,1,1,0,0,0
8746-BFOAJ,5/1/2018,No,One year,0,Bank transfer (automatic),20.5,429.55,0,1,0,0,0,No,-1,-1,-1,-1,-1,-1,0
8746-OQQRW,10/1/2019,No,Month-to-month,0,Mailed check,25.25,101.9,0,0,0,0,1,No,-1,-1,-1,-1,-1,-1,0
8747-UDCOI,9/1/2014,No,Two year,0,Bank transfer (automatic),19.35,1319.95,1,0,1,0,0,No,-1,-1,-1,-1,-1,-1,0
8748-HFWBO,7/1/2018,No,One year,0,Mailed check,19.9,357.7,0,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
8749-CLJXC,1/1/2020,No,Month-to-month,0,Mailed check,20.05,20.05,0,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
8749-JMNKX,8/1/2015,11/1/2019 0:00,Month-to-month,1,Bank transfer (automatic),93.8,4750.95,0,1,1,0,1,Fiber optic,1,0,1,0,1,0,1
8749-TZYEC,2/1/2014,No,Two year,0,Credit card (automatic),24.8,1874.3,0,0,1,0,1,No,-1,-1,-1,-1,-1,-1,0
8750-QWZAJ,4/1/2014,No,Two year,0,Bank transfer (automatic),19.8,1378.75,1,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
8751-EDEKA,10/1/2017,No,Month-to-month,0,Credit card (automatic),89.9,2433.5,1,0,1,0,0,Fiber optic,0,1,1,0,0,1,0
8752-GHJFU,3/1/2014,No,One year,1,Electronic check,92,6585.2,0,1,1,0,1,Fiber optic,1,1,1,1,0,0,0
8752-IMQOS,9/1/2019,No,One year,0,Mailed check,20.1,85.1,0,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
8752-STIVR,7/1/2019,11/1/2019 0:00,Month-to-month,1,Electronic check,79,303.15,1,0,0,0,0,Fiber optic,0,0,0,0,1,0,1
8755-IWJHN,5/1/2014,No,Month-to-month,1,Bank transfer (automatic),95.35,6382,0,1,1,0,1,Fiber optic,0,1,1,0,0,1,0
8755-OGKNA,5/1/2015,No,Two year,0,Bank transfer (automatic),19.5,1167.6,1,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
8756-RDDLT,6/1/2014,No,Month-to-month,0,Electronic check,44.95,3085.35,1,0,0,0,-1,DSL,0,1,0,1,0,1,0
8757-TFHHJ,1/1/2020,No,Month-to-month,1,Credit card (automatic),49.8,49.8,0,0,0,0,0,DSL,1,0,0,0,0,0,0
8760-ZRHKE,3/1/2014,No,One year,0,Electronic check,69.2,4982.5,1,1,1,1,1,DSL,1,1,0,0,1,0,0
8761-NSOBC,2/1/2016,10/1/2019 0:00,Month-to-month,0,Electronic check,100.55,4398.15,0,0,0,0,0,Fiber optic,0,1,0,1,1,1,1
8763-KIAFH,11/1/2017,No,One year,1,Mailed check,20.55,583.3,1,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
8766-PAFNE,3/1/2014,No,Two year,1,Credit card (automatic),79.1,5564.85,0,0,1,0,0,DSL,0,1,1,1,1,1,0
8769-KKTPH,11/1/2014,No,One year,1,Credit card (automatic),99.65,6311.2,1,0,1,1,1,Fiber optic,1,0,0,0,1,1,0
8773-HHUOZ,6/1/2018,11/1/2019 0:00,Month-to-month,1,Mailed check,64.7,1093.1,1,0,0,1,0,DSL,0,0,0,0,1,1,1
8774-GSBUN,2/1/2014,No,Two year,0,Mailed check,25.4,1797.1,0,0,1,0,1,No,-1,-1,-1,-1,-1,-1,0
8775-CEBBJ,2/1/2019,11/1/2019 0:00,Month-to-month,1,Bank transfer (automatic),44.2,403.35,1,0,0,0,0,DSL,0,0,0,0,0,0,1
8775-ERLNB,1/1/2020,No,Month-to-month,0,Electronic check,74.3,74.3,0,1,1,0,1,Fiber optic,0,0,0,0,0,0,0
8775-LHDJH,12/1/2019,1/1/2020 0:00,Month-to-month,1,Electronic check,90.6,90.6,1,1,1,0,1,Fiber optic,0,1,0,0,1,0,1
8777-MBMTS,9/1/2014,No,Two year,1,Credit card (automatic),105.85,6725.5,1,1,1,0,0,Fiber optic,0,1,1,1,1,1,0
8777-PVYGU,10/1/2015,No,One year,1,Mailed check,64.3,3410.6,1,0,1,0,0,DSL,1,0,1,0,1,0,0
8778-LMWTJ,5/1/2019,No,Month-to-month,1,Electronic check,74.85,708.2,1,0,0,0,0,Fiber optic,1,0,0,0,0,0,0
8779-QRDMV,11/1/2019,12/1/2019 0:00,Month-to-month,1,Electronic check,39.65,39.65,0,1,0,0,-1,DSL,0,0,1,0,0,1,1
8779-YIQQA,5/1/2018,No,One year,0,Mailed check,19.8,350.1,0,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
8780-IHCRN,11/1/2014,No,Two year,0,Credit card (automatic),24.65,1574.5,0,0,1,1,1,No,-1,-1,-1,-1,-1,-1,0
8780-IXSTS,5/1/2019,11/1/2019 0:00,Month-to-month,1,Electronic check,90.1,521.3,1,0,0,0,1,Fiber optic,0,1,0,0,1,0,1
8780-RSYYU,1/1/2018,No,Month-to-month,1,Credit card (automatic),19.2,532.1,1,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
8780-YRMTT,8/1/2014,No,Two year,1,Mailed check,47.4,3177.25,1,0,0,0,-1,DSL,1,1,1,1,0,0,0
8782-LKFPK,6/1/2016,No,Month-to-month,1,Mailed check,90.4,4063,0,0,0,0,1,Fiber optic,0,0,1,0,0,1,0
8782-NUUOL,2/1/2015,No,One year,0,Mailed check,79,4801.1,0,0,0,0,0,DSL,1,0,1,1,1,1,0
8784-CGILN,6/1/2018,12/1/2019 0:00,Month-to-month,1,Bank transfer (automatic),99.85,1776.95,1,0,0,0,1,Fiber optic,0,0,0,1,1,1,1
8785-CJSHH,2/1/2015,No,Month-to-month,1,Electronic check,99.8,5985.75,1,0,1,0,1,Fiber optic,0,1,0,0,1,1,0
8785-EPNCG,2/1/2019,1/1/2020 0:00,Month-to-month,0,Credit card (automatic),23.15,245.2,0,0,0,0,1,No,-1,-1,-1,-1,-1,-1,1
8788-DOXSU,3/1/2015,No,One year,1,Bank transfer (automatic),61.35,3645.5,0,0,0,0,0,DSL,0,0,1,0,0,1,0
8791-GFXLZ,2/1/2019,No,Month-to-month,1,Bank transfer (automatic),49.05,593.05,0,0,0,0,0,DSL,0,1,0,0,0,0,0
8792-AOROI,6/1/2019,No,Two year,0,Mailed check,65.5,564.35,1,0,1,0,0,DSL,1,0,0,1,0,1,0
8799-OXZMD,10/1/2017,No,Month-to-month,1,Mailed check,29.75,790.7,1,0,0,0,-1,DSL,0,0,1,0,0,0,0
8800-JOOCF,2/1/2019,No,Month-to-month,1,Electronic check,84.05,966.55,1,0,0,1,1,Fiber optic,0,0,0,0,1,0,0
8800-ZKRFW,8/1/2017,No,Month-to-month,1,Electronic check,107.5,3242.5,1,0,1,1,1,Fiber optic,0,1,1,1,1,1,0
8802-UNOJF,12/1/2018,12/1/2019 0:00,Month-to-month,1,Mailed check,83.8,1029.75,0,1,0,0,0,Fiber optic,0,1,1,1,0,0,1
8805-JNRAZ,12/1/2019,No,Month-to-month,0,Mailed check,49.2,103.7,1,0,0,0,0,DSL,0,1,0,0,0,0,0
8806-EAGWC,9/1/2019,12/1/2019 0:00,Month-to-month,0,Mailed check,55.15,159.15,0,0,0,0,0,DSL,0,0,0,0,1,0,1
8807-ARQET,9/1/2016,No,Month-to-month,1,Electronic check,40.35,1677.85,1,0,0,0,-1,DSL,0,1,0,0,0,1,0
8807-OPMBM,7/1/2015,No,Two year,1,Credit card (automatic),25.65,1388,1,0,1,1,1,No,-1,-1,-1,-1,-1,-1,0
8808-ELEHO,4/1/2019,12/1/2019 0:00,Month-to-month,1,Electronic check,81.25,585.95,0,1,0,0,1,Fiber optic,0,0,1,0,0,0,1
8809-RIHDD,1/1/2014,1/1/2020 0:00,Two year,1,Electronic check,103.4,7372.65,0,0,1,1,1,Fiber optic,0,1,1,0,1,1,1
8809-XKHMD,2/1/2014,No,Two year,1,Bank transfer (automatic),100.55,7325.1,0,0,1,0,1,Fiber optic,1,1,0,1,0,1,0
8812-ZRHFP,8/1/2017,No,One year,0,Electronic check,86.45,2538.05,1,0,1,1,0,Fiber optic,0,0,1,0,0,1,0
8815-LMFLX,1/1/2018,No,Month-to-month,1,Bank transfer (automatic),25.4,546.85,0,0,1,1,1,No,-1,-1,-1,-1,-1,-1,0
8816-VXNZD,9/1/2019,10/1/2019 0:00,Month-to-month,1,Electronic check,75.1,75.1,1,0,0,0,1,Fiber optic,0,0,0,0,0,0,1
8818-DOPVL,4/1/2016,No,Month-to-month,1,Electronic check,104.45,4863.85,1,1,0,0,1,Fiber optic,0,1,1,0,1,1,0
8818-XYFCQ,2/1/2017,10/1/2019 0:00,Month-to-month,1,Credit card (automatic),99.55,3204.65,0,0,1,1,1,Fiber optic,1,0,0,0,1,1,1
8819-IMISP,7/1/2017,No,Month-to-month,1,Electronic check,80.45,2429.1,0,0,0,0,1,Fiber optic,0,1,0,0,0,0,0
8819-WFGGJ,6/1/2014,No,Two year,1,Bank transfer (automatic),54.1,3794.5,0,0,1,0,-1,DSL,1,0,1,0,1,1,0
8819-ZBYNA,4/1/2015,No,Two year,1,Credit card (automatic),109.1,6393.65,1,0,1,0,1,Fiber optic,1,1,0,1,1,1,0
8821-KVZKQ,4/1/2014,No,One year,1,Bank transfer (automatic),58.4,4113.15,1,0,1,1,-1,DSL,0,1,1,1,1,1,0
8821-XNHVZ,12/1/2019,1/1/2020 0:00,Month-to-month,1,Mailed check,80.05,80.05,1,0,1,1,0,Fiber optic,0,0,0,0,1,0,1
8822-KNBHV,2/1/2016,No,One year,1,Credit card (automatic),83.45,3887.85,1,0,0,0,1,DSL,1,1,1,0,1,1,0
8823-RLPWL,2/1/2014,No,Two year,1,Credit card (automatic),110.65,8065.65,1,0,1,0,1,Fiber optic,1,1,1,0,1,1,0
8824-RWFXJ,7/1/2019,10/1/2019 0:00,Month-to-month,1,Mailed check,56.15,168.15,0,0,1,1,0,DSL,0,1,1,0,0,0,1
8835-VSDSE,11/1/2019,1/1/2020 0:00,Month-to-month,1,Electronic check,70.7,141.45,1,0,1,0,0,Fiber optic,0,0,0,0,0,0,1
8837-VVWLQ,2/1/2019,10/1/2019 0:00,Month-to-month,0,Electronic check,84.95,668.4,1,0,0,0,0,Fiber optic,1,0,0,0,1,0,1
8838-GPHZP,11/1/2014,No,Two year,1,Mailed check,20.6,1298.7,1,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
8840-DQLGN,11/1/2016,10/1/2019 0:00,Month-to-month,1,Bank transfer (automatic),100.5,3653.35,1,1,1,0,1,Fiber optic,1,1,0,1,1,0,1
8844-TONUD,12/1/2018,1/1/2020 0:00,Month-to-month,1,Mailed check,96.65,1162.85,0,0,1,1,0,Fiber optic,0,0,1,0,1,1,1
8845-LWKGE,8/1/2017,No,One year,1,Electronic check,64.5,1985.15,1,0,1,1,0,DSL,0,0,1,1,1,0,0
8847-GEOOQ,2/1/2015,No,Month-to-month,1,Bank transfer (automatic),60.2,3582.4,0,0,1,0,-1,DSL,0,1,1,1,1,1,0
8849-AYPTR,5/1/2017,No,Month-to-month,0,Electronic check,91.25,2964.05,0,0,1,0,0,Fiber optic,0,0,0,0,1,1,0
8849-GYOKR,5/1/2015,11/1/2019 0:00,One year,0,Bank transfer (automatic),106.55,5763.3,1,0,1,0,1,Fiber optic,1,1,0,0,1,1,1
8849-PRIQJ,7/1/2014,No,One year,1,Electronic check,109.4,7281.6,1,0,1,1,1,Fiber optic,1,0,1,1,1,1,0
8851-RAGOV,1/1/2018,No,Month-to-month,1,Mailed check,71.05,1837.7,1,0,1,0,0,DSL,1,1,0,1,0,1,0
8853-TZDGH,2/1/2014,No,Two year,1,Bank transfer (automatic),111.6,8012.75,1,0,0,0,1,Fiber optic,0,1,1,1,1,1,0
8854-CCVSQ,4/1/2018,10/1/2019 0:00,Month-to-month,1,Electronic check,80.65,1451.9,0,0,0,0,1,Fiber optic,0,1,0,0,0,0,1
